Time Step,Time,SWE_mm,sm_profile_0_1m
75,2018-10-04 03:00:00,0.0,0.01650304537631586
76,2018-10-04 04:00:00,0.0,0.8532282905825568
77,2018-10-04 05:00:00,0.0,0.42764965739313887
78,2018-10-04 06:00:00,0.0,0.554568814696925
79,2018-10-04 07:00:00,0.0,0.8412393487771381
80,2018-10-04 08:00:00,0.0,0.02343959871670731
81,2018-10-04 09:00:00,0.0,0.561179992163183
82,2018-10-04 10:00:00,0.0,0.9349725196130235
83,2018-10-04 11:00:00,0.0,0.8692949097177259
84,2018-10-04 12:00:00,0.0,0.9924564473942886
85,2018-10-04 13:00:00,0.0,0.06858563840424148
86,2018-10-04 14:00:00,0.0,0.22040650301238174
87,2018-10-04 15:00:00,0.0,0.29606378553363255
88,2018-10-04 16:00:00,0.0,0.7878603882375712
89,2018-10-04 17:00:00,0.0,0.9112353689152731
90,2018-10-04 18:00:00,0.0,0.5037320657977085
91,2018-10-04 19:00:00,0.0,0.6230210537904853
92,2018-10-04 20:00:00,0.0,0.6024404553185556
93,2018-10-04 21:00:00,0.0,0.6517447369492749
94,2018-10-04 22:00:00,0.0,0.22859553038793057
95,2018-10-04 23:00:00,0.0,0.002455574183523268
96,2018-10-05 00:00:00,0.0,0.6821065270677651
97,2018-10-05 01:00:00,0.0,0.24801755298942485
98,2018-10-05 02:00:00,0.00040878,0.3945668017708155
99,2018-10-05 03:00:00,0.00083282,0.2791330450250945
100,2018-10-05 04:00:00,0.001825749,0.07565772770045853
101,2018-10-05 05:00:00,0.002686334,0.8035895684995787
102,2018-10-05 06:00:00,0.003854831,0.6230893132544747
103,2018-10-05 07:00:00,0.004228433,0.8663756238960643
104,2018-10-05 08:00:00,0.005078353,0.29209239234486895
105,2018-10-05 09:00:00,0.005519131,0.2129239007885585
106,2018-10-05 10:00:00,0.006466631,0.4578614398033142
107,2018-10-05 11:00:00,0.006793521,0.35644819106597725
108,2018-10-05 12:00:00,0.007031073,0.28710771948656433
109,2018-10-05 13:00:00,0.007148586,0.6271548909395223
110,2018-10-05 14:00:00,0.007449706,0.7071421164305061
111,2018-10-05 15:00:00,0.008783059,0.6301070491458103
112,2018-10-05 16:00:00,0.010521455,0.6308625558232857
113,2018-10-05 17:00:00,0.009196884,0.7540663138735032
114,2018-10-05 18:00:00,0.007260057,0.4342662520965851
115,2018-10-05 19:00:00,0.005290342,0.873910792724323
116,2018-10-05 20:00:00,0.003243803,0.568493588329385
117,2018-10-05 21:00:00,0.002782194,0.5364262211579465
118,2018-10-05 22:00:00,0.00257976,0.07001623423211323
119,2018-10-05 23:00:00,0.002401203,0.14649641453362972
120,2018-10-06 00:00:00,0.002261101,0.061599628686828556
121,2018-10-06 01:00:00,0.002173515,0.986181371758241
122,2018-10-06 02:00:00,0.002898126,0.09545059399699263
123,2018-10-06 03:00:00,0.00289308,0.29216370869952935
124,2018-10-06 04:00:00,0.002474681,0.9103438425722402
125,2018-10-06 05:00:00,0.003956519,0.9364184492965475
126,2018-10-06 06:00:00,0.006592883,0.5308235620227422
127,2018-10-06 07:00:00,0.008198788,0.3550569368065213
128,2018-10-06 08:00:00,0.012898628,0.5745925656812456
129,2018-10-06 09:00:00,0.018475665,0.33264598806768353
130,2018-10-06 10:00:00,0.024101878,0.8788837595894113
131,2018-10-06 11:00:00,0.028462231,0.8915784463687894
132,2018-10-06 12:00:00,0.033446971,0.9516868235580072
133,2018-10-06 13:00:00,0.038737174,0.48197504170199434
134,2018-10-06 14:00:00,0.007482433,0.33510855801710815
135,2018-10-06 15:00:00,0.006627048,0.9045381946375143
136,2018-10-06 16:00:00,0.011381477,0.9509536508982352
137,2018-10-06 17:00:00,0.011919219,0.30403868207643137
138,2018-10-06 18:00:00,0.010211693,0.5286800034241242
139,2018-10-06 19:00:00,0.007900143,0.052349676303010795
140,2018-10-06 20:00:00,0.005005441,0.9431173616335788
141,2018-10-06 21:00:00,0.004147756,0.0685851082488591
142,2018-10-06 22:00:00,0.003449371,0.8458523589963094
143,2018-10-06 23:00:00,0.003185831,0.8581687248872886
144,2018-10-07 00:00:00,0.00230633,0.4605335405763795
145,2018-10-07 01:00:00,0.001772821,0.7873828550591865
146,2018-10-07 02:00:00,0.001745998,0.7010046700163493
147,2018-10-07 03:00:00,0.001303381,0.13751171744023882
148,2018-10-07 04:00:00,0.001230838,0.4084611238127449
149,2018-10-07 05:00:00,0.001074188,0.3015364069591884
150,2018-10-07 06:00:00,0.00096513,0.8731957753580655
151,2018-10-07 07:00:00,0.000918011,0.7768321450018273
152,2018-10-07 08:00:00,0.000877105,0.012813069480003936
153,2018-10-07 09:00:00,0.000886816,0.8487474094063581
154,2018-10-07 10:00:00,0.000892605,0.7608559023912204
155,2018-10-07 11:00:00,0.232624575,0.214575345729191
156,2018-10-07 12:00:00,0.536194205,0.4995883975405744
157,2018-10-07 13:00:00,0.985517025,0.3037462950271078
158,2018-10-07 14:00:00,1.301357388,0.7558987164252681
159,2018-10-07 15:00:00,1.629441738,0.19972678856137305
160,2018-10-07 16:00:00,1.661212683,0.5203658069191931
161,2018-10-07 17:00:00,1.620141387,0.33463447116201317
162,2018-10-07 18:00:00,1.50657618,0.11392544763938472
163,2018-10-07 19:00:00,1.516183734,0.1832809508856046
164,2018-10-07 20:00:00,1.542539001,0.917471200254401
165,2018-10-07 21:00:00,1.464853764,0.96412353734859
166,2018-10-07 22:00:00,1.455306172,0.8485905860134866
167,2018-10-07 23:00:00,2.512698889,0.3674291050756634
168,2018-10-08 00:00:00,4.832966805,0.4921897518988022
169,2018-10-08 01:00:00,6.823599815,0.4866646816367377
170,2018-10-08 02:00:00,7.978878021,0.05324747710767119
171,2018-10-08 03:00:00,8.600018501,0.28609354722567526
172,2018-10-08 04:00:00,9.022289276,0.1480480580891439
173,2018-10-08 05:00:00,9.345973969,0.817507267276348
174,2018-10-08 06:00:00,9.651908875,0.2414033668627662
175,2018-10-08 07:00:00,9.89885807,0.25300717594168076
176,2018-10-08 08:00:00,10.137365341,0.712462405939875
177,2018-10-08 09:00:00,10.475488663,0.972586511075992
178,2018-10-08 10:00:00,10.828943253,0.40061595334159505
179,2018-10-08 11:00:00,11.610420227,0.7125631763586548
180,2018-10-08 12:00:00,12.546764374,0.503899050931062
181,2018-10-08 13:00:00,12.949083328,0.254822422760444
182,2018-10-08 14:00:00,13.724422455,0.9219191671695126
183,2018-10-08 15:00:00,14.257686615,0.7736354924305886
184,2018-10-08 16:00:00,15.360656738,0.3196317864064825
185,2018-10-08 17:00:00,16.654975891,0.0021186283631516867
186,2018-10-08 18:00:00,17.453159332,0.3832471054621708
187,2018-10-08 19:00:00,19.116300583,0.7357557929531955
188,2018-10-08 20:00:00,20.540136337,0.8506217912536603
189,2018-10-08 21:00:00,20.861896515,0.4710781141451722
190,2018-10-08 22:00:00,21.127944946,0.5394848299194656
191,2018-10-08 23:00:00,21.318744659,0.9082451500497162
192,2018-10-09 00:00:00,21.54930687,0.15259716735803475
193,2018-10-09 01:00:00,21.832384109,0.05408103623693217
194,2018-10-09 02:00:00,21.978666306,0.05537308272623964
195,2018-10-09 03:00:00,22.118600845,0.07880493790300513
196,2018-10-09 04:00:00,22.204702377,0.8691537276547965
197,2018-10-09 05:00:00,22.259334564,0.36958131063088717
198,2018-10-09 06:00:00,22.28241539,0.7934753770905623
199,2018-10-09 07:00:00,22.310153961,0.7906613220815061
200,2018-10-09 08:00:00,22.328184128,0.7057691284624288
201,2018-10-09 09:00:00,22.360349655,0.3814001373235256
202,2018-10-09 10:00:00,22.413845062,0.1338017233016382
203,2018-10-09 11:00:00,22.447338104,0.8866542907485881
204,2018-10-09 12:00:00,22.484649658,0.5489951041728223
205,2018-10-09 13:00:00,22.527008057,0.7448099883230149
206,2018-10-09 14:00:00,22.539510727,0.6526323057092374
207,2018-10-09 15:00:00,22.523263931,0.040609064195717304
208,2018-10-09 16:00:00,22.502994537,0.5201184376420983
209,2018-10-09 17:00:00,22.503105164,0.43994944914963363
210,2018-10-09 18:00:00,24.292257309,0.481235096859136
211,2018-10-09 19:00:00,26.763088226,0.5305271026910247
212,2018-10-09 20:00:00,28.087587357,0.7593109808015883
213,2018-10-09 21:00:00,29.889936447,0.34376740156554964
214,2018-10-09 22:00:00,29.895776749,0.014797910766528144
215,2018-10-09 23:00:00,29.902585983,0.7388718904771976
216,2018-10-10 00:00:00,30.320138931,0.5884381984512722
217,2018-10-10 01:00:00,31.518386841,0.8800890579119943
218,2018-10-10 02:00:00,32.718170166,0.1296854343946302
219,2018-10-10 03:00:00,32.736846924,0.9986421158909282
220,2018-10-10 04:00:00,32.756004333,0.38983022121947886
221,2018-10-10 05:00:00,32.775093079,0.14199099506518031
222,2018-10-10 06:00:00,32.794006348,0.17696884874030316
223,2018-10-10 07:00:00,32.818622589,0.26196054022026805
224,2018-10-10 08:00:00,33.616195679,0.30618164213425236
225,2018-10-10 09:00:00,33.629341125,0.8076739323420664
226,2018-10-10 10:00:00,33.636520386,0.5938054486045579
227,2018-10-10 11:00:00,33.648040771,0.03676008807202302
228,2018-10-10 12:00:00,33.653972626,0.3964703442282064
229,2018-10-10 13:00:00,34.787078857,0.5769752352250785
230,2018-10-10 14:00:00,35.835605621,0.5410970852297308
231,2018-10-10 15:00:00,37.716320038,0.08419929424440198
232,2018-10-10 16:00:00,39.783462524,0.2824915792854473
233,2018-10-10 17:00:00,40.818511963,0.6500864215027282
234,2018-10-10 18:00:00,41.646640778,0.07454289446225415
235,2018-10-10 19:00:00,44.244579315,0.41441830170061866
236,2018-10-10 20:00:00,44.796577454,0.6045850780360064
237,2018-10-10 21:00:00,44.800773621,0.5401806472112217
238,2018-10-10 22:00:00,44.805953979,0.8065624921921593
239,2018-10-10 23:00:00,44.808128357,0.5173184476216333
240,2018-10-11 00:00:00,44.831245422,0.926228659836329
241,2018-10-11 01:00:00,44.855628967,0.8139676343058324
242,2018-10-11 02:00:00,44.877288818,0.9430343578722112
243,2018-10-11 03:00:00,44.901695251,0.8130056947984589
244,2018-10-11 04:00:00,44.928115845,0.4912858060519457
245,2018-10-11 05:00:00,44.957687378,0.0414073662872384
246,2018-10-11 06:00:00,44.980323792,0.09956792472874687
247,2018-10-11 07:00:00,45.002418518,0.49975155602281973
248,2018-10-11 08:00:00,45.022098541,0.6104191525588714
249,2018-10-11 09:00:00,45.239768982,0.2378651138542731
250,2018-10-11 10:00:00,45.253890991,0.04819242516788702
251,2018-10-11 11:00:00,45.269126892,0.7910336197581452
252,2018-10-11 12:00:00,45.278091431,0.15579176885359525
253,2018-10-11 13:00:00,45.287315369,0.2648610723428565
254,2018-10-11 14:00:00,45.483787537,0.3853689843345296
255,2018-10-11 15:00:00,45.47454834,0.4113896719795792
256,2018-10-11 16:00:00,45.758598328,0.20131794550295556
257,2018-10-11 17:00:00,48.073532104,0.16973603027086615
258,2018-10-11 18:00:00,50.129203796,0.9257056585145228
259,2018-10-11 19:00:00,51.227462769,0.9617878135722673
260,2018-10-11 20:00:00,55.055274963,0.859290277038542
261,2018-10-11 21:00:00,55.655395508,0.5820973330866809
262,2018-10-11 22:00:00,56.451431274,0.9539618928712075
263,2018-10-11 23:00:00,57.201675415,0.3719725415063654
264,2018-10-12 00:00:00,58.136184692,0.4256181397479193
265,2018-10-12 01:00:00,58.155071259,0.23293952617554226
266,2018-10-12 02:00:00,58.770633698,0.7095864579787169
267,2018-10-12 03:00:00,59.08392334,0.9753211294762901
268,2018-10-12 04:00:00,59.575248718,0.6393714769900379
269,2018-10-12 05:00:00,59.586547852,0.23527223407970355
270,2018-10-12 06:00:00,59.606834412,0.5278244968779106
271,2018-10-12 07:00:00,59.632995605,0.02425140071899412
272,2018-10-12 08:00:00,59.65568161,0.23535859796347847
273,2018-10-12 09:00:00,59.791530609,0.5165875287628737
274,2018-10-12 10:00:00,59.816177368,0.6634159017832592
275,2018-10-12 11:00:00,59.838249207,0.6304238350202139
276,2018-10-12 12:00:00,59.859710693,0.3618224588950266
277,2018-10-12 13:00:00,59.875591278,0.28873173578553024
278,2018-10-12 14:00:00,59.857715607,0.013912222771964244
279,2018-10-12 15:00:00,59.800384521,0.5649568666564174
280,2018-10-12 16:00:00,59.7423172,0.6130670242721173
281,2018-10-12 17:00:00,59.687942505,0.3852674422408602
282,2018-10-12 18:00:00,59.677597046,0.26644794413894923
283,2018-10-12 19:00:00,59.684059143,0.683563098312568
284,2018-10-12 20:00:00,59.694217682,0.9072599534601095
285,2018-10-12 21:00:00,59.709163666,0.8903738025042393
286,2018-10-12 22:00:00,59.727561951,0.7736030802195427
287,2018-10-12 23:00:00,59.743900299,0.6460722742488363
288,2018-10-13 00:00:00,59.760173798,0.2812036810488562
289,2018-10-13 01:00:00,59.783172607,0.1901335055996315
290,2018-10-13 02:00:00,59.795150757,0.8660967454478986
291,2018-10-13 03:00:00,59.803718567,0.06744299351351302
292,2018-10-13 04:00:00,59.816795349,0.9342328025931398
293,2018-10-13 05:00:00,59.833702087,0.3442235825244794
294,2018-10-13 06:00:00,59.850856781,0.9964250248479357
295,2018-10-13 07:00:00,59.870037079,0.014523927150708382
296,2018-10-13 08:00:00,59.888046265,0.7062494562255025
297,2018-10-13 09:00:00,59.907154083,0.20746403385448253
298,2018-10-13 10:00:00,59.928337097,0.21204736834830817
299,2018-10-13 11:00:00,59.941963196,0.8351358783811728
300,2018-10-13 12:00:00,59.955680847,0.0908529948827912
301,2018-10-13 13:00:00,59.975738525,0.0702668350344936
302,2018-10-13 14:00:00,59.984413147,0.23681479984636733
303,2018-10-13 15:00:00,59.962486267,0.9170086909762725
304,2018-10-13 16:00:00,59.923469543,0.11068657043078456
305,2018-10-13 17:00:00,59.888404846,0.31796694239539747
306,2018-10-13 18:00:00,59.874790192,0.41512421895855245
307,2018-10-13 19:00:00,59.892726898,0.3304233521486005
308,2018-10-13 20:00:00,59.910110474,0.5546792029068564
309,2018-10-13 21:00:00,59.923553467,0.3963357787544236
310,2018-10-13 22:00:00,59.940345764,0.6022566961062273
311,2018-10-13 23:00:00,59.960769653,0.12180456575535414
312,2018-10-14 00:00:00,59.983898163,0.10545646722656199
313,2018-10-14 01:00:00,59.993564606,0.18568259327945946
314,2018-10-14 02:00:00,59.984416962,0.3292081676022618
315,2018-10-14 03:00:00,59.963512421,0.2007391887033554
316,2018-10-14 04:00:00,59.92873764,0.44250693425139254
317,2018-10-14 05:00:00,59.88659668,0.956947910335001
318,2018-10-14 06:00:00,59.84261322,0.35330825934767174
319,2018-10-14 07:00:00,59.801670074,0.9804457922060076
320,2018-10-14 08:00:00,59.758022308,0.003601854037492247
321,2018-10-14 09:00:00,59.713768005,0.832250331591526
322,2018-10-14 10:00:00,59.667396545,0.3003611179229496
323,2018-10-14 11:00:00,59.615955353,0.5886933689966053
324,2018-10-14 12:00:00,59.547966003,0.055059913596899546
325,2018-10-14 13:00:00,59.47543335,0.23851848312561197
326,2018-10-14 14:00:00,59.38715744,0.5346293594766611
327,2018-10-14 15:00:00,59.272285461,0.7068259078361027
328,2018-10-14 16:00:00,59.145992279,0.7434438317454971
329,2018-10-14 17:00:00,59.021915436,0.9892917331569914
330,2018-10-14 18:00:00,58.910060883,0.6221619743378161
331,2018-10-14 19:00:00,58.815193176,0.7322154956732877
332,2018-10-14 20:00:00,58.720821381,0.714336880094613
333,2018-10-14 21:00:00,58.62625885,0.18017125739624507
334,2018-10-14 22:00:00,58.530448914,0.589428486321765
335,2018-10-14 23:00:00,58.430950165,0.5096137954698494
336,2018-10-15 00:00:00,58.332988739,0.7080008972758757
337,2018-10-15 01:00:00,58.237045288,0.5498024202369564
338,2018-10-15 02:00:00,58.143936157,0.06724824345826486
339,2018-10-15 03:00:00,58.052127838,0.20952479058987716
340,2018-10-15 04:00:00,57.959770203,0.8865536584467952
341,2018-10-15 05:00:00,57.868133545,0.7564638153769093
342,2018-10-15 06:00:00,57.780452728,0.30162365699215854
343,2018-10-15 07:00:00,57.696994781,0.6227285257837439
344,2018-10-15 08:00:00,57.613327026,0.2178027638102088
345,2018-10-15 09:00:00,57.529483795,0.180550659015271
346,2018-10-15 10:00:00,57.448673248,0.21636324298053478
347,2018-10-15 11:00:00,57.370868683,0.9500447666516524
348,2018-10-15 12:00:00,57.293525696,0.3725199700665517
349,2018-10-15 13:00:00,57.215991974,0.12420517605640513
350,2018-10-15 14:00:00,57.138961792,0.23546263291012604
351,2018-10-15 15:00:00,57.0521698,0.4305183774005247
352,2018-10-15 16:00:00,56.94883728,0.39988267018457124
353,2018-10-15 17:00:00,56.852340698,0.13261255730989763
354,2018-10-15 18:00:00,56.77312088,0.8544106119661922
355,2018-10-15 19:00:00,56.701049805,0.729333032470791
356,2018-10-15 20:00:00,57.131286621,0.19976843063545513
357,2018-10-15 21:00:00,57.559841156,0.34539300619741153
358,2018-10-15 22:00:00,57.990737915,0.41129794765569105
359,2018-10-15 23:00:00,57.923736572,0.9801352126132794
360,2018-10-16 00:00:00,57.856933594,0.4895769521489781
361,2018-10-16 01:00:00,57.790763855,0.9542714589577812
362,2018-10-16 02:00:00,57.727031708,0.8253412466174096
363,2018-10-16 03:00:00,57.662921906,0.866949688706222
364,2018-10-16 04:00:00,57.598266602,0.8397922791175672
365,2018-10-16 05:00:00,57.53597641,0.3079019502232325
366,2018-10-16 06:00:00,57.473583221,0.32011657359832846
367,2018-10-16 07:00:00,57.412147522,0.03591349845077629
368,2018-10-16 08:00:00,57.35251236,0.9770687664652467
369,2018-10-16 09:00:00,57.291866302,0.240657386314016
370,2018-10-16 10:00:00,57.230812073,0.8581279688318725
371,2018-10-16 11:00:00,57.171081543,0.3722360625319858
372,2018-10-16 12:00:00,57.113182068,0.3413701027243279
373,2018-10-16 13:00:00,57.057312012,0.4851476431951799
374,2018-10-16 14:00:00,56.991783142,0.5934991749252541
375,2018-10-16 15:00:00,56.892417908,0.04784022954975686
376,2018-10-16 16:00:00,56.778652191,0.3750573118270639
377,2018-10-16 17:00:00,56.673042297,0.4030541536370701
378,2018-10-16 18:00:00,56.589382172,0.8540446785370842
379,2018-10-16 19:00:00,56.523044586,0.3406057269499403
380,2018-10-16 20:00:00,56.457660675,0.8062015319262195
381,2018-10-16 21:00:00,56.387928009,0.765119671825648
382,2018-10-16 22:00:00,56.317909241,0.16033553736127304
383,2018-10-16 23:00:00,56.245956421,0.8947728882870443
384,2018-10-17 00:00:00,56.334949493,0.1410320767373101
385,2018-10-17 01:00:00,56.369007111,0.043785768801436586
386,2018-10-17 02:00:00,56.300403595,0.9481112304445256
387,2018-10-17 03:00:00,56.225830078,0.16501548007450628
388,2018-10-17 04:00:00,56.148979187,0.11531688921695182
389,2018-10-17 05:00:00,56.071231842,0.6240086594755085
390,2018-10-17 06:00:00,55.991127014,0.8361515638077299
391,2018-10-17 07:00:00,56.032196045,0.5382421006693127
392,2018-10-17 08:00:00,55.953914642,0.3239933737640438
393,2018-10-17 09:00:00,55.871856689,0.11799714437357811
394,2018-10-17 10:00:00,55.789836884,0.6650133748937018
395,2018-10-17 11:00:00,55.706138611,0.11829129760390422
396,2018-10-17 12:00:00,55.625564575,0.6872629283258656
397,2018-10-17 13:00:00,55.54725647,0.5503555261940656
398,2018-10-17 14:00:00,55.554977417,0.393707557516774
399,2018-10-17 15:00:00,55.447433472,0.6447508496199623
400,2018-10-17 16:00:00,55.429523468,0.43629399415936887
401,2018-10-17 17:00:00,55.317298889,0.5002218088446808
402,2018-10-17 18:00:00,55.209846497,0.01518038963092938
403,2018-10-17 19:00:00,55.217247009,0.24596695058675355
404,2018-10-17 20:00:00,55.222511292,0.707602030611598
405,2018-10-17 21:00:00,55.131004333,0.08913342838460103
406,2018-10-17 22:00:00,55.037521362,0.10551492342471303
407,2018-10-17 23:00:00,54.942474365,0.26521253944400447
408,2018-10-18 00:00:00,54.862232208,0.5968693758529032
409,2018-10-18 01:00:00,54.77898407,0.5378958659717145
410,2018-10-18 02:00:00,55.000541687,0.9836191200746427
411,2018-10-18 03:00:00,55.563709259,0.09449493978508472
412,2018-10-18 04:00:00,57.298728943,0.7141343740564121
413,2018-10-18 05:00:00,57.50925827,0.5461715719640943
414,2018-10-18 06:00:00,58.698307037,0.21879827434238253
415,2018-10-18 07:00:00,59.698375702,0.4825803673998996
416,2018-10-18 08:00:00,61.768665314,0.05422780284147288
417,2018-10-18 09:00:00,63.137550354,0.6827737232474343
418,2018-10-18 10:00:00,63.706863403,0.25780427113133086
419,2018-10-18 11:00:00,64.021308899,0.411673184123702
420,2018-10-18 12:00:00,65.123626709,0.5428510020088053
421,2018-10-18 13:00:00,65.94241333,0.43103686418740506
422,2018-10-18 14:00:00,66.143821716,0.2833985866525496
423,2018-10-18 15:00:00,66.217689514,0.9832969878609753
424,2018-10-18 16:00:00,66.18447876,0.6096703003323678
425,2018-10-18 17:00:00,66.3540802,0.8437045627637663
426,2018-10-18 18:00:00,66.357086182,0.00795161205419137
427,2018-10-18 19:00:00,66.371032715,0.7096452321216897
428,2018-10-18 20:00:00,66.386001587,0.8365458270022635
429,2018-10-18 21:00:00,66.403533936,0.20637267415452187
430,2018-10-18 22:00:00,66.421600342,0.6264941403607207
431,2018-10-18 23:00:00,66.429840088,0.40713391190404025
432,2018-10-19 00:00:00,66.445014954,0.13986371356432437
433,2018-10-19 01:00:00,66.443885803,0.9571274714126091
434,2018-10-19 02:00:00,66.435798645,0.3090507590134616
435,2018-10-19 03:00:00,66.406021118,0.9415370858251834
436,2018-10-19 04:00:00,66.367271423,0.684642434212656
437,2018-10-19 05:00:00,66.324661255,0.4050620152027632
438,2018-10-19 06:00:00,66.272926331,0.5320830273900846
439,2018-10-19 07:00:00,66.215698242,0.5266851390213303
440,2018-10-19 08:00:00,66.153511047,0.4964177175004647
441,2018-10-19 09:00:00,66.085388184,0.2821800447246473
442,2018-10-19 10:00:00,66.01525116,0.4586028139680437
443,2018-10-19 11:00:00,65.946708679,0.4813721398638141
444,2018-10-19 12:00:00,65.876579285,0.0692765309226635
445,2018-10-19 13:00:00,65.804656982,0.052012259117576565
446,2018-10-19 14:00:00,65.722160339,0.8787857344494892
447,2018-10-19 15:00:00,65.606956482,0.12208160222391984
448,2018-10-19 16:00:00,65.484535217,0.9110643988292482
449,2018-10-19 17:00:00,65.373031616,0.7401019370281434
450,2018-10-19 18:00:00,65.278144836,0.9227842490830146
451,2018-10-19 19:00:00,65.202316284,0.528729174399058
452,2018-10-19 20:00:00,65.127548218,0.7590648028431768
453,2018-10-19 21:00:00,65.050933838,0.24781119924962836
454,2018-10-19 22:00:00,64.97567749,0.23568326324813427
455,2018-10-19 23:00:00,64.899253845,0.8089051328947475
456,2018-10-20 00:00:00,64.824050903,0.1851905502786506
457,2018-10-20 01:00:00,64.748245239,0.3715786229186626
458,2018-10-20 02:00:00,64.671440125,0.4378432295489937
459,2018-10-20 03:00:00,64.594718933,0.8193286194362909
460,2018-10-20 04:00:00,64.517524719,0.9798772374890233
461,2018-10-20 05:00:00,64.440628052,0.8486654417360092
462,2018-10-20 06:00:00,64.361541748,0.6315705448282256
463,2018-10-20 07:00:00,64.279319763,0.9913716442195228
464,2018-10-20 08:00:00,64.197212219,0.5971032082682406
465,2018-10-20 09:00:00,64.122619629,0.4059792986808476
466,2018-10-20 10:00:00,64.050086975,0.9004938465016409
467,2018-10-20 11:00:00,63.976318359,0.2622629703671855
468,2018-10-20 12:00:00,63.906932831,0.9252452464672414
469,2018-10-20 13:00:00,63.835704803,0.9822519912568597
470,2018-10-20 14:00:00,63.759155273,0.1913947213845938
471,2018-10-20 15:00:00,63.665290833,0.7951929611034847
